RowNumber,CustomerId,source,Rating,Destination,Gender,Age,Frequency,noofpassanger,Class,MealTaken,TotalTransation,Exited
2616,15700209,england,486,France,Male,63,9,1,1,1,85101,0
2617,15658360,india,762,Spain,Male,35,9,2,0,0,149822.04,0
2618,15602735,australia,692,Germany,Male,45,6,4,0,1,108040.86,1
2619,15724834,england,498,France,Female,30,1,2,0,0,135795.53,0
2620,15800062,india,850,Spain,Male,49,8,1,0,0,25867.67,1
2621,15685300,australia,603,France,Male,35,6,2,1,0,130483.56,0
2622,15760102,england,551,France,Female,36,5,1,1,0,183479.12,0
2623,15787026,india,627,Germany,Male,27,0,2,1,1,77027.34,0
2624,15653696,australia,515,France,Female,28,9,2,0,0,94141.75,0
2625,15788946,england,605,Spain,Female,29,3,1,0,0,4092.75,0
2626,15600724,india,567,Germany,Male,29,5,1,1,0,109257.59,0
2627,15574324,australia,568,Germany,Female,29,2,2,0,1,104617.99,0
2628,15707144,england,571,Germany,Male,25,6,2,1,0,167705.07,0
2629,15775891,india,634,Germany,Male,48,2,1,1,1,103712.05,1
2630,15711789,australia,768,Spain,Female,42,3,1,0,0,161242.99,1
2631,15600879,england,554,Germany,Female,36,3,2,1,0,6089.13,0
2632,15681196,india,629,France,Male,35,1,1,1,1,159777.37,0
2633,15716000,australia,638,Spain,Male,48,2,2,1,1,7919.08,0
2634,15766776,england,576,France,Male,41,1,1,1,1,188274.6,0
2635,15680278,india,661,Spain,Female,42,9,1,1,0,27608.12,1
2636,15688637,australia,592,France,Female,27,4,2,1,1,183569.25,0
2637,15591179,england,702,Spain,Male,30,2,2,1,1,145537.32,0
2638,15677435,india,647,France,Female,29,0,2,1,0,164717.95,0
2639,15698619,india,593,France,Male,43,9,2,1,1,76357.43,0
2640,15581036,australia,712,Germany,Female,40,3,2,1,0,120158.72,1
2641,15622117,england,625,Spain,Female,31,8,2,1,0,151843.54,0
2642,15599301,india,538,Germany,Female,28,6,1,0,1,5698.97,0
2643,15581548,australia,637,Spain,Female,22,5,1,1,0,122865.55,0
2644,15586870,england,632,France,Male,27,4,1,1,1,152665.85,0
2645,15735263,india,736,France,Male,27,5,1,0,1,192131.77,0
2646,15765322,australia,755,France,Male,23,5,2,1,1,62851.6,0
2647,15582944,england,425,Spain,Female,39,5,2,1,0,140941.47,0
2648,15687162,india,461,France,Male,51,9,1,0,0,56767.67,1
2649,15644962,australia,745,France,Male,21,4,1,1,1,177235.23,0
2650,15612615,england,616,France,Female,37,6,2,1,0,86242.18,0
2651,15813439,india,587,France,Male,33,5,1,1,0,34215.58,0
2652,15604544,australia,850,Germany,Male,40,4,2,0,1,44406.17,0
2653,15761348,england,601,France,Female,38,0,2,1,0,165196.65,0
2654,15785078,india,730,Spain,Male,26,3,1,1,0,34542.41,0
2655,15759874,india,532,France,Male,44,3,1,1,0,74838.64,1
2656,15643658,australia,850,Germany,Male,53,2,2,1,0,36980.54,0
2657,15713267,england,779,Spain,Female,34,5,2,0,1,111676.63,0
2658,15737782,india,562,France,Male,29,9,1,1,1,25858.68,0
2659,15815490,australia,670,Germany,Male,40,2,3,0,0,177028,1
2660,15679410,england,729,France,Female,62,4,1,1,0,30990.16,1
2661,15756241,india,767,France,Female,44,2,1,1,1,136915.15,0
2662,15688409,australia,742,France,Female,28,2,1,1,0,108457.99,1
2663,15742272,england,669,France,Female,44,8,1,0,0,131609.48,1
2664,15717898,india,542,Spain,Male,32,2,1,0,1,159737.56,0
2665,15769582,australia,586,France,Male,29,3,2,1,1,142238.54,0
2666,15635660,england,612,Germany,Male,30,9,1,1,0,105890.55,1
2667,15576723,india,740,France,Female,37,7,2,1,1,194270.91,0
2668,15591577,australia,584,France,Male,35,3,1,1,1,105443.47,0
2669,15582325,england,524,France,Male,52,2,1,1,0,173899.42,1
2670,15693947,india,614,France,Female,19,5,2,1,0,122823.34,0
2671,15760446,india,598,France,Female,64,9,1,0,1,13181.37,1
2672,15611105,australia,799,Spain,Male,35,7,2,0,1,140780.8,0
2673,15630920,england,724,France,Male,34,2,2,0,0,78560.64,0
2674,15574910,india,601,France,Male,50,2,1,1,0,185855.21,0
2675,15756472,australia,804,France,Male,25,7,1,1,0,128276.95,0
2676,15682890,england,745,Germany,Male,38,5,2,1,1,140197.42,0
2677,15641994,india,667,Germany,Male,43,1,1,1,0,32462.39,1
2678,15733297,australia,518,France,Female,38,10,1,1,1,162253.9,0
2679,15767793,england,819,France,Female,38,10,2,1,0,30498.7,0
2680,15725698,india,520,Spain,Female,35,4,1,1,1,90280.7,0
2681,15813532,australia,625,France,Female,39,5,2,1,0,32615.21,0
2682,15576760,england,673,Germany,Male,36,5,2,0,0,196142.26,0
2683,15732102,india,656,Germany,Female,27,3,2,1,0,16998.72,0
2684,15739046,australia,850,Spain,Female,23,9,1,0,1,62980.96,0
2685,15631927,england,574,Spain,Female,28,7,2,0,0,185660.3,0
2686,15672115,india,679,France,Male,60,6,2,1,1,77331.77,0
2687,15618765,australia,530,Germany,Female,42,0,1,0,1,97338.62,0
2688,15679148,england,508,France,Male,44,3,2,0,0,67234.33,0
2689,15728474,india,558,Germany,Male,32,4,1,1,1,143783.28,0
2690,15636999,australia,414,France,Male,38,8,1,0,1,77661.12,1
2691,15754261,england,648,Spain,Male,42,2,2,1,0,89123.99,0
2692,15629150,india,721,France,Female,37,1,2,1,0,70810.8,0
2693,15736274,australia,751,France,Male,31,8,2,0,0,17550.49,0
2694,15627697,england,662,France,Male,34,2,2,0,1,21497.27,0
2695,15721585,india,628,Germany,Male,29,3,2,0,1,124749.08,0
2696,15639946,india,597,Germany,Female,39,8,3,1,0,36051.46,1
2697,15792176,australia,698,Spain,Female,40,0,1,1,1,143681.83,0
2698,15699450,england,723,France,Male,48,7,2,1,1,150694.58,0
2699,15729954,india,586,France,Female,28,5,3,1,0,170487.4,1
2700,15600103,australia,633,Germany,Female,29,8,1,1,1,97684.46,0
2701,15786200,england,564,France,Male,31,4,2,1,0,53520.03,0
2702,15797010,india,649,France,Female,31,2,2,1,0,15200.61,0
2703,15670172,australia,622,France,Female,30,4,1,0,1,196894.62,0
2704,15627352,england,459,Germany,Male,46,7,1,1,0,4969.13,1
2705,15622494,india,718,France,Male,27,2,2,0,0,26229.24,0
2706,15585835,australia,655,Spain,Female,34,4,2,1,0,134034.32,0
2707,15595071,england,696,France,Male,22,9,1,1,1,198032.93,0
2708,15628203,india,637,France,Female,38,3,1,0,0,119882.86,0
2709,15667190,australia,630,Spain,Female,21,1,1,1,1,133102.3,0
2710,15780212,england,592,France,Male,37,4,1,0,0,176395.02,0
2711,15766869,india,634,Germany,Male,37,1,2,1,1,193179.88,0
2712,15775741,india,608,France,Female,28,9,2,1,1,125062.02,0
2713,15628170,australia,565,Germany,Female,32,9,1,1,0,143287.58,0
2714,15701318,england,763,Spain,Male,67,9,1,0,1,87236.4,0
2715,15710928,india,665,France,Female,55,8,1,1,1,93769.89,0
2716,15682547,australia,649,France,Male,38,1,1,0,1,88965.46,0
2717,15631170,england,695,France,Male,45,3,2,1,1,30793.61,0
2718,15648702,india,775,Germany,Male,70,6,2,1,1,74532.02,0
2719,15783444,australia,788,France,Female,39,3,1,0,1,113086.08,0
2720,15809178,england,569,Germany,Female,42,9,1,1,0,32574.01,1
2721,15806688,india,726,Spain,Female,56,8,3,0,1,130113.78,1
2722,15576824,australia,564,Germany,Female,44,3,3,1,1,104722.47,1
2723,15675422,england,544,France,Female,32,9,1,1,1,14559.62,0
2724,15681550,india,614,France,Female,41,8,1,1,1,598.8,0
2725,15812628,australia,453,Germany,Female,38,8,1,1,0,129697.99,0
2726,15597951,england,471,France,Female,58,4,1,1,1,36315.03,0
2727,15807045,india,829,Germany,Female,37,3,1,0,0,1114.12,0
2728,15581748,india,754,Germany,Male,57,2,2,1,1,70954.41,0
2729,15770420,australia,749,Germany,Male,46,10,2,1,1,73470.98,0
2730,15608230,england,667,France,Male,23,1,2,1,0,91573.19,0
2731,15730339,india,670,Spain,Male,30,3,1,0,0,3154.95,0
2732,15712584,australia,670,France,Female,33,7,2,1,1,88187.81,0
2733,15592816,england,623,Germany,Female,48,1,1,1,0,118855.26,1
2734,15641480,india,571,France,Male,32,5,1,1,0,125256.53,0
2735,15708505,australia,641,Germany,Female,37,7,2,0,1,39016.43,0
2736,15791131,england,551,Germany,Female,30,2,1,1,0,145796.49,0
2737,15618225,india,741,Germany,Male,36,8,2,1,0,168816.22,0
2738,15644724,australia,472,France,Male,31,4,2,0,1,73322,0
2739,15662098,england,650,Spain,Male,41,3,3,0,0,113677.53,1
2740,15723894,india,625,France,Male,45,7,1,0,0,124607.7,0
2741,15787699,australia,650,Germany,Male,34,4,1,1,1,11276.48,0
2742,15687738,england,535,France,Female,38,8,2,1,0,136620.64,0
2743,15576126,india,649,France,Female,41,2,1,1,1,70523.92,0
2744,15658889,australia,689,France,Male,22,4,1,1,0,51980.25,1
2745,15667046,england,694,Spain,Male,38,7,1,1,0,113481.02,0
2746,15669957,india,655,Germany,Male,52,9,1,1,1,49025.79,0
2747,15655794,australia,620,France,Male,36,8,2,1,1,145937.99,0
2748,15599829,england,577,France,Female,35,10,2,1,1,25161.61,0
2749,15753332,india,401,Germany,Male,48,8,1,1,0,175753.55,1
2750,15671124,australia,599,France,Male,25,6,1,1,1,24903.09,0
2751,15767474,england,481,France,Female,57,9,3,1,1,169719.35,1
2752,15720671,india,704,France,Male,42,8,2,1,1,179565.57,0
2753,15626787,india,698,Spain,Female,31,8,1,0,0,115337.74,1
2754,15774491,australia,480,France,Female,28,6,2,0,0,48131.92,0
2755,15579647,england,682,France,Male,42,0,1,1,1,160828.98,0
2756,15625522,india,700,Spain,Male,31,7,2,0,1,145151.96,0
2757,15765806,australia,492,France,Male,29,1,1,1,1,196293.76,0
2758,15566708,england,444,France,Female,45,4,2,1,0,161653.5,1
2759,15668347,india,624,France,Male,36,6,2,0,0,84635.64,0
2760,15575214,australia,709,France,Male,37,7,1,1,0,159486.76,0
2761,15591123,england,557,Germany,Male,68,2,1,1,1,38596.34,0
2762,15573280,india,646,Germany,Male,50,6,2,1,1,27814.74,0
2763,15589018,australia,719,Germany,Male,28,3,2,1,1,183893.31,0
2764,15654495,england,706,Germany,Female,47,6,1,1,1,140803.7,0
2765,15597265,india,660,France,Male,38,7,2,0,1,146585.53,0
2766,15733876,australia,667,France,Male,36,9,2,1,1,40062.29,0
2767,15677217,england,705,France,Male,30,1,1,1,1,181300.32,0
2768,15747265,india,598,Germany,Female,27,10,1,1,1,84136.12,0
2769,15713379,india,669,France,Male,26,4,2,1,1,197594.34,0
2770,15730433,australia,580,Germany,Female,38,1,1,1,0,125953.83,1
2771,15693347,england,676,France,Female,32,5,2,1,1,75465.41,0
2772,15715465,india,714,Germany,Male,28,7,1,1,0,177737.07,0
2773,15680736,australia,597,Germany,Female,72,6,2,1,1,7144.46,0
2774,15610765,england,559,France,Male,29,1,2,0,0,155639.76,0
2775,15650034,india,564,France,Female,28,1,1,1,1,162428.05,0
2776,15782468,australia,850,Spain,Male,51,3,2,1,1,12457.76,1
2777,15685109,england,689,France,Male,39,7,2,0,0,14917.09,0
2778,15776233,india,758,Germany,Female,61,8,1,1,0,182184.09,1
2779,15761141,australia,604,Spain,Female,71,10,2,1,1,129984.2,0
2780,15781702,england,733,Germany,Male,38,9,2,0,1,194872.97,0
2781,15790235,india,778,Spain,Male,40,8,2,1,1,117507.11,0
2782,15641416,australia,732,Germany,Female,61,9,2,1,1,157527.6,1
2783,15775234,england,646,France,Male,24,8,2,0,0,92612.88,0
2784,15659475,india,597,France,Female,33,6,2,0,0,74850.84,0
2785,15642202,india,821,Germany,Female,37,5,2,0,1,127413,0
2786,15771417,australia,640,France,Male,43,7,1,0,0,69584.3,1
2787,15585100,england,511,Germany,Female,40,9,1,1,0,198814.24,1
2788,15700487,india,805,France,Male,46,6,3,1,0,162643.15,1
2789,15726589,australia,540,Germany,Male,39,1,1,1,0,114092.52,0
2790,15747503,england,705,Spain,Male,44,0,1,1,0,68860.3,1
2791,15595883,india,540,Germany,Male,39,4,1,1,1,16150.34,0
2792,15663826,australia,532,Spain,Female,66,3,1,1,1,115227.02,0
2793,15742820,england,535,France,Female,45,2,2,0,1,170621.55,0
2794,15624793,india,627,Germany,Male,23,5,1,1,0,103099.22,0
2795,15597930,australia,646,France,Male,52,8,1,0,0,172495.81,1
2796,15665110,england,515,France,Female,25,7,1,0,1,38772.82,0
2797,15770719,india,697,France,Female,39,6,1,1,1,44946.29,0
2798,15731327,australia,652,Germany,Male,27,2,2,0,1,146007.7,0
2799,15576044,england,579,Germany,Male,28,6,1,1,0,145558.42,0
2800,15775662,india,760,France,Male,43,8,1,1,0,193312.33,0
2801,15646817,australia,769,France,Male,51,9,2,1,0,40257.79,0
2802,15596060,england,498,Spain,Male,29,8,1,1,1,46677.9,0
2803,15723299,india,774,France,Male,53,4,1,1,1,153887.93,1
2804,15636982,australia,705,Germany,Female,43,7,1,1,1,103108.33,0
2805,15751175,england,648,France,Female,44,2,2,1,1,58652.23,0
2806,15618936,india,688,France,Female,51,5,1,1,0,91624.11,1
2807,15787529,australia,592,Spain,Male,38,0,1,1,0,65986.48,1
2808,15780128,england,705,France,Male,33,3,2,1,0,113845.19,0
2809,15615991,india,654,France,Male,42,7,1,1,1,67607.9,0
2810,15757001,india,624,France,Female,32,2,2,1,1,145471.94,0
2811,15595388,australia,594,France,Female,30,10,2,1,1,124071.71,0
2812,15699550,england,695,Spain,Female,34,9,2,1,1,67502.12,0
2813,15581620,india,597,France,Male,28,2,3,1,1,78707.97,0
2814,15600934,australia,758,France,Female,52,7,1,1,0,171189.83,1
2815,15738672,england,737,Germany,Female,40,2,2,1,0,149381.32,0
2816,15721307,india,694,Germany,Male,37,1,2,1,0,100335.55,0
2817,15619280,australia,683,France,Male,25,4,2,1,0,152698.24,0
2818,15768244,england,538,Spain,Female,30,8,2,1,1,41192.95,0
2819,15806837,india,669,France,Male,37,4,1,1,0,132540.33,0
2820,15643496,australia,730,France,Female,34,5,2,1,0,96875.52,0
2821,15813916,england,622,France,Female,31,1,1,1,1,152305.47,0
2822,15626385,india,714,Spain,Female,33,10,2,1,1,49672.01,0
2823,15603582,australia,569,Spain,Female,34,3,1,1,0,133997.53,0
2824,15764351,england,668,Germany,Female,59,5,1,0,1,50454.8,0
2825,15667938,india,628,France,Male,32,9,2,1,1,16402.11,0
2826,15576360,india,600,France,Male,40,1,1,1,1,67803.83,0
2827,15628813,australia,693,France,Female,43,4,1,1,0,9241.78,0
2828,15584190,england,704,France,Male,36,7,2,0,1,100601.73,0
2829,15716449,india,527,Spain,Male,33,9,1,0,0,98734.15,0
2830,15759913,australia,553,Germany,Male,43,6,2,1,1,160574.09,0
2831,15701555,england,575,Spain,Male,53,1,2,0,1,26015.8,0
2832,15758482,india,626,France,Female,32,0,2,0,0,187172.54,0
2833,15758171,australia,582,France,Male,20,4,1,1,1,55763.66,0
2834,15680346,england,683,Spain,Male,40,8,1,1,0,75848.22,0
2835,15649124,india,850,France,Male,30,9,1,0,0,40313.47,0
2836,15812917,australia,653,Spain,Male,35,6,2,1,1,23864.21,0
2837,15768455,england,679,France,Male,60,8,2,1,1,51380.9,0
2838,15703059,india,549,Germany,Female,49,6,1,0,1,93551.36,0
2839,15646196,australia,850,Spain,Female,36,2,2,0,0,169415.54,0
2840,15585451,england,558,Germany,Female,32,1,1,1,1,6935.31,0
2841,15714057,india,528,Spain,Male,40,4,2,1,0,25399.7,0
2842,15748473,india,801,France,Male,38,5,2,1,0,66256.27,0
2843,15785782,australia,513,Spain,Male,48,2,1,1,1,114709.13,1
2844,15693233,england,666,Germany,Male,38,6,2,1,1,158357.97,0
2845,15757521,india,606,France,Male,35,2,1,0,1,164815.59,0
2846,15812513,australia,599,Germany,Male,45,10,1,1,0,132127.69,1
2847,15674950,england,544,Germany,Male,39,4,2,1,0,146637.45,0
2848,15678572,india,529,Spain,Male,38,7,2,1,0,90256.06,1
2849,15713608,australia,850,France,Female,41,5,2,1,1,34827.43,0
2850,15579262,england,497,France,Male,41,9,1,0,0,22074.48,0
2851,15610426,india,764,France,Female,39,5,1,0,1,109805.17,0
2852,15776454,australia,603,France,Female,48,5,1,1,0,100478.6,1
2853,15771483,england,609,France,Male,40,6,2,1,1,97416.34,0
2854,15648489,india,487,France,Male,53,4,1,1,1,24207.86,1
2855,15646609,australia,748,France,Male,33,1,1,0,0,69132.66,0
2856,15693203,england,710,Spain,Female,75,5,2,1,1,9376.89,0
2857,15813067,india,432,Germany,Female,45,3,1,1,0,43046.7,1
2858,15769829,australia,534,Spain,Male,51,3,2,0,1,20856.31,0
2859,15662434,england,607,France,Male,25,3,2,0,0,187048.72,0
2860,15773503,india,551,Spain,Male,32,4,2,1,0,53420.53,0
2861,15705890,australia,674,France,Male,45,7,1,1,0,37013.29,0
2862,15711398,england,525,France,Female,25,6,2,1,0,89566.64,0
2863,15752375,india,645,Germany,Male,33,8,1,0,0,149913.84,0
2864,15659175,australia,755,France,Female,43,9,2,1,0,18066.69,0
2865,15597033,england,708,Germany,Male,37,8,1,1,1,26912.34,0
2866,15590228,india,715,France,Male,21,6,1,1,1,173511.72,0
2867,15631848,india,727,France,Female,26,9,1,1,1,146785.44,0
2868,15654211,australia,559,Spain,Female,27,1,1,0,1,1050.33,0
2869,15707968,england,545,Spain,Male,36,8,2,1,0,89587.34,1
2870,15594084,india,524,France,Male,22,9,2,1,0,74405.34,0
2871,15651093,australia,707,France,Female,55,1,2,0,1,54409.48,0
2872,15798824,england,671,Spain,Male,38,0,2,1,0,3647.57,0
2873,15671591,india,439,Spain,Male,52,3,4,1,0,198874.52,1
2874,15707189,australia,667,Germany,Female,36,1,1,1,1,53412.54,0
2875,15733581,england,831,Germany,Male,32,9,1,1,0,194867.78,0
2876,15641640,india,545,Spain,Female,33,7,1,1,0,150452.88,0
2877,15585284,australia,604,Spain,Female,35,7,1,1,1,57807.05,0
2878,15617866,england,657,Spain,Male,67,5,2,1,1,107534.32,0
2879,15667751,india,487,Spain,Female,36,1,1,1,0,194073.33,0
2880,15669411,australia,750,Germany,Female,52,6,1,1,0,126233.18,1
2881,15789425,england,694,Germany,Female,37,8,2,1,0,182354.46,1
2882,15570943,india,711,Germany,Female,35,2,1,1,1,120586.32,0
2883,15685829,india,551,France,Male,37,3,2,1,1,50578.4,0
2884,15721917,australia,559,France,Female,38,8,1,1,1,86575.46,0
2885,15776047,england,620,France,Female,29,3,2,0,1,153392.28,0
2886,15716024,india,660,Spain,Male,42,5,2,1,0,115509.59,0
2887,15675328,australia,449,France,Female,37,6,2,1,0,82176.48,0
2888,15604314,england,703,Germany,Female,26,1,1,1,0,63717.49,0
2889,15658339,india,795,Germany,Male,37,2,2,1,1,198745.94,0
2890,15630402,australia,594,France,Female,31,9,1,0,1,5719.11,0
2891,15689616,england,586,Spain,Male,34,5,1,0,0,20058.61,0
2892,15774224,india,613,Germany,Female,30,5,2,1,0,170638.98,0
2893,15701291,australia,601,France,Male,44,3,2,1,0,30607.11,0
2894,15719606,england,657,France,Male,50,9,2,0,0,37171.46,0
2895,15644119,india,531,France,Male,31,3,1,1,1,42589.33,0
2896,15646859,australia,621,Germany,Male,47,7,1,1,1,66799.28,0
2897,15606836,england,782,France,Female,33,2,1,0,1,101866.39,0
2898,15664150,india,528,Germany,Female,29,9,2,1,0,49284,0
2899,15624510,india,696,France,Male,52,6,1,1,0,27445.4,1
2900,15810944,australia,586,France,Female,35,7,2,1,0,70760.69,0
2901,15668575,england,626,Spain,Female,26,8,3,0,1,104502.02,1
2902,15603246,india,498,France,Male,73,2,2,1,1,165407.96,0
2903,15804002,australia,691,France,Female,33,1,1,1,1,113580.79,0
2904,15728773,england,568,France,Female,47,7,2,1,1,45978.39,0
2905,15598044,india,715,France,Female,35,3,1,1,1,152012.36,0
2906,15694829,australia,680,Germany,Male,32,7,1,0,1,77349.92,0
2907,15600575,england,802,Spain,Male,41,6,2,1,0,47322.05,0
2908,15727311,india,539,France,Female,22,0,2,1,1,38772.65,0
2909,15570769,australia,494,France,Male,69,9,1,1,1,24489.44,0
2910,15606274,england,594,Germany,Male,38,6,2,1,1,14466.08,0
2911,15746139,india,596,France,Male,33,2,1,0,0,63142.12,0
2912,15704987,australia,649,France,Female,52,8,1,1,0,41858.43,0
2913,15628972,england,699,Germany,Male,32,1,3,1,1,127443.82,1
2914,15697686,india,787,France,Female,40,6,2,1,1,84151.98,0
2915,15733883,australia,604,France,Male,28,7,2,0,0,58595.64,0
2916,15617482,england,489,Germany,Female,52,1,1,1,0,37240.11,1
2917,15704583,india,651,France,Male,56,2,1,1,0,114522.68,1
2918,15621083,australia,698,France,Male,57,6,2,1,1,72549.27,1
2919,15649487,england,578,Germany,Female,38,4,2,1,0,176712.59,1
2920,15736760,india,538,Spain,Female,42,9,1,0,0,152855.96,0
2921,15714658,australia,696,France,Female,33,4,2,1,1,73371.65,0
2922,15599081,england,507,Germany,Female,46,8,1,1,1,70323.68,0
2923,15705113,india,685,Spain,Male,34,6,1,0,0,9663.28,0
2924,15631159,india,705,Germany,Male,41,4,2,1,1,142514.66,0
2925,15792818,australia,499,Germany,Female,29,6,1,1,0,118623.94,0
2926,15633531,england,717,France,Female,76,9,1,1,1,68400.14,0
2927,15744529,india,510,France,Male,63,8,2,1,1,115291.86,0
2928,15669656,australia,632,France,Male,32,6,1,1,1,170382.99,0
2929,15581198,england,668,Germany,Female,39,0,1,1,0,112946.67,1
2930,15729054,india,744,Germany,Male,32,4,1,1,1,79812.77,0
2931,15573452,australia,663,Germany,Male,42,7,1,1,0,19862.78,0
2932,15776733,england,638,Germany,Female,37,7,2,1,0,158610.89,0
2933,15724858,india,688,France,Female,54,9,1,1,0,191212.63,1
2934,15713144,australia,588,Spain,Male,46,8,1,1,0,61931.21,0
2935,15690188,england,631,France,Male,33,7,1,1,1,58043.02,1
2936,15689425,india,687,Spain,Male,35,8,2,1,0,22247.27,0
2937,15671766,australia,599,France,Male,44,10,1,1,1,31448.52,0
2938,15782806,england,718,Spain,Male,28,6,2,1,0,146875.86,0
2939,15764419,india,730,France,Male,27,5,2,1,1,116081.93,0
2940,15591915,india,533,France,Female,39,2,1,0,1,73669.94,1
2941,15772798,australia,711,Spain,Female,28,5,2,1,1,93959.96,0
2942,15792008,england,555,Spain,Female,26,9,2,0,1,158918.03,0
2943,15715541,india,850,France,Female,42,9,1,1,1,198193.75,0
2944,15639277,australia,678,France,Female,41,9,1,0,0,13160.03,0
2945,15798850,england,576,France,Male,32,7,2,1,0,4660.91,0
2946,15776348,india,835,Germany,Male,20,4,1,0,0,180197.74,1
2947,15727696,australia,592,France,Male,42,1,2,1,1,63023.02,0
2948,15793813,england,774,France,Male,36,7,1,0,1,118971.74,0
2949,15694395,india,620,France,Female,29,1,2,0,0,154700.61,0
2950,15764195,australia,519,Spain,Male,39,4,1,1,1,97577.17,0
2951,15744919,england,734,Spain,Female,37,0,1,1,1,48990.5,0
2952,15671655,india,763,Germany,Male,31,7,2,1,1,140262.96,1
2953,15654901,australia,733,France,Male,51,10,1,1,0,130189.53,0
2954,15649136,england,650,France,Female,43,6,2,1,1,16301.91,0
2955,15775562,india,538,France,Female,33,5,2,1,0,126962.41,0
2956,15807481,india,577,France,Female,46,1,1,1,1,158750.53,0
2957,15642885,australia,792,France,Male,30,8,2,1,0,199644.2,0
2958,15789109,england,686,France,Female,41,10,1,1,1,144272.71,1
2959,15814004,india,589,France,Male,29,2,2,0,1,98320.27,0
2960,15673619,australia,530,France,Male,25,9,1,1,0,64129.03,0
2961,15595135,england,778,Germany,Female,29,7,1,1,0,181221.09,0
2962,15583681,india,616,Spain,Male,31,7,2,1,1,163809.08,0
2963,15605000,australia,550,France,Male,38,9,3,1,1,171457.06,1
2964,15718071,england,655,France,Female,51,3,2,0,1,15801.02,0
2965,15679760,india,721,France,Male,46,1,2,0,0,102950.79,0
2966,15654574,australia,499,Germany,Male,36,5,2,1,0,174918.46,0
2967,15577178,england,511,France,Male,45,5,1,1,0,193160.25,1
2968,15595324,india,579,Germany,Female,39,5,3,0,0,5831,1
2969,15756932,australia,696,Spain,Female,36,7,2,1,1,82298.59,0
2970,15726358,england,681,France,Male,34,7,2,0,0,130686.59,0
2971,15595228,india,815,France,Male,45,7,1,0,1,52885.23,1
2972,15782530,australia,681,Spain,Male,30,2,1,1,0,68985.99,0
2973,15592877,england,641,Spain,Male,42,9,1,1,0,35367.19,0
2974,15651983,india,591,France,Female,56,9,1,1,1,196241.94,1
2975,15746737,australia,565,Germany,Male,59,9,1,1,1,170705.53,0
2976,15774179,england,487,France,Male,37,6,2,1,1,126477.41,0
2977,15667265,india,729,France,Male,39,4,1,1,1,159618.17,0
2978,15655123,australia,505,Spain,Female,45,9,3,1,0,195395.33,1
2979,15595917,england,580,France,Female,35,1,1,0,1,168285.85,0
2980,15668385,india,642,France,Male,40,1,1,1,1,138052.51,0
2981,15709476,india,850,Spain,Female,41,3,2,1,0,71179.31,0
2982,15711218,australia,616,Germany,Male,39,2,2,1,0,55556.3,0
2983,15798659,england,526,Spain,Female,43,3,2,1,0,31705.19,0
2984,15663939,india,523,Germany,Male,35,8,1,1,1,186118.93,0
2985,15694946,australia,663,France,Male,35,9,2,1,1,195580.28,0
2986,15631912,england,840,France,Male,30,8,1,1,0,54113.38,0
2987,15768816,india,570,Germany,Male,42,0,2,1,0,127528.84,0
2988,15682268,australia,676,Germany,Female,26,1,1,0,0,60231.74,1
2989,15684801,england,689,France,Male,47,1,3,1,0,156878.42,1
2990,15636428,india,703,Spain,Female,45,1,1,1,0,182784.11,1
2991,15809823,australia,491,Germany,Male,19,2,1,0,0,129690.5,0
2992,15699284,england,584,France,Male,49,8,1,1,0,113860.81,0
2993,15786993,india,810,France,Female,51,5,2,0,1,184524.74,0
2994,15709441,australia,745,Spain,Female,59,8,1,1,1,36124.98,0
2995,15710257,england,625,France,Female,39,3,1,0,1,121316.07,0
2996,15582492,india,535,France,Female,29,2,1,1,0,185630.76,0
2997,15575694,india,729,Spain,Female,45,7,2,1,0,71133.12,0
2998,15756820,australia,655,France,Female,26,7,1,0,1,32020.42,0
2999,15766289,england,751,France,Male,47,5,2,1,0,162760.96,0
3000,15593014,india,525,France,Male,33,1,1,0,1,175178.56,0
3001,15584545,australia,532,France,Female,40,5,2,0,1,177099.71,0
3002,15675949,england,696,Spain,Female,43,4,2,1,1,66406.37,0
3003,15672091,india,786,Germany,Female,32,2,2,0,0,59559.81,0
3004,15801658,australia,580,France,Male,55,6,1,0,1,175750.21,0
3005,15706185,england,596,Germany,Male,47,5,2,1,1,174311.3,0
3006,15789863,india,683,France,Male,39,4,2,1,0,171716.81,0
3007,15720943,australia,747,France,Female,45,1,1,1,0,189362.39,1
3008,15697997,england,602,France,Male,33,5,1,0,1,180716.1,1
3009,15665416,india,779,France,Male,62,10,1,0,1,116977.89,0
3010,15660200,australia,551,France,Male,31,1,2,1,1,185105.44,0
3011,15619653,england,666,France,Male,47,2,1,1,0,35046.97,1
3012,15773447,india,526,Spain,Male,30,8,1,1,0,36251,0
3013,15739160,india,849,France,Female,41,9,1,1,0,103174.5,0
3014,15689237,australia,471,France,Female,27,4,2,1,0,122642.09,0
3015,15679297,england,628,Spain,Male,43,3,1,1,0,122937.57,0
3016,15591433,india,674,Germany,Male,43,8,2,1,0,8757.39,0
3017,15642725,australia,797,France,Male,32,10,1,0,1,125782.29,0
3018,15701962,england,590,Spain,Female,29,2,2,1,0,122487.73,0
3019,15811613,india,588,France,Female,27,8,1,1,0,20066.38,0
3020,15741049,australia,577,France,Male,29,7,2,1,1,55473.15,0
3021,15724423,england,571,France,Female,38,6,2,0,0,38962.94,0
3022,15574305,india,680,France,Male,36,3,1,1,1,63795.8,0
